StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q7,Q8,Q9_NPS_GROUP,Q9,Q10_NPS_GROUP,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q14A,Q14B,Q14C,Q14D,Q15,Q16,Q17,Q17_3_TEXT,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q32_7_TEXT,Q33,SolutionRevision,ProjectCategory,ProjectType,Q7 - Parent Topics,Q7 - Topics
5/24/21 14:22,5/24/21 14:36,IP Address,99.98.162.197,100,870,TRUE,5/24/21 14:36,R_3sBxK74qTOgd4X7,,,,,37.36979675,-121.8160019,anonymous,EN,Candidate,Friend sent me the application. I was hoping to get a job or some kind of help. Really applied on a whim at first to be honest.,inspirational,Somewhat satisfied,,,,,Extremely satisfied,,"I don’t know if you will ask this, but my favorite was actually the May 12th group coaching sessions. I wasn’t able to make most the others, but I took a day off for May 12, and that was the most impactful one to me, aside from the networking training day that was good to give me courage for the May 12 event.",Did not attend breakout sessions,,,,,,,,,Passive,7,Passive,8,"I enjoyed how it was online, and many recorded, made it more accessible. Making sure the dates are known more ahead of time will make it more inclusive so that folks can take the day off in advance if they want to attend. Actually I was unaware of many of the events until the days of or day right before! The schedule could’ve been more clear.",Yes,Extremely satisfied,Extremely satisfied,,Neither satisfied nor dissatisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Extremely satisfied,,"I actually watched the recording for Dr. Finney, didn’t attend in person. I really appreciated the list of questions slide from the networking training. It made me less scared just having a template to start from. And Dr. Finney’s talk was very motivational. My biggest takeaway all in all from both was that I am not alone. That others want to see me succeed too, and it’s okay to ask for help in the form of networking. They were right that at first I did think of networking as this icky thing, but approaching it as just a conversation and chance to build a relationship and have more eyes out for opportunities to help made me feel better about it and more willing to reach out.","I wasn’t aware the other two trainings I did not attend nor watch recordings of, happened at all. :o",No,,,,,,,,,,,,,,,,,,,,,California,Female,Asian,,"Thanks so much for hosting this event! Everyone was so warm and welcoming. I’m really thankful I got a chance to be inspired like this.
Let me know if in the future you got some bird-related opportunities hahah",2,CX,EventFeedback,,
5/24/21 17:16,5/24/21 17:24,IP Address,67.243.6.50,100,458,TRUE,5/24/21 17:24,R_TgZ6FjGOjBS8n7z,,,,,41.47239685,-74.05660248,anonymous,EN,Candidate,I was hoping to gain a job! Additionally I was looking to network with other diverse candidates.,Revolutionary!,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Unsure/Not applicable,Extremely satisfied,Somewhat dissatisfied,,Did not attend breakout sessions,,,,,,,,,Promoter,10,Promoter,10,"Just more awareness, targeting broader audience ",Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Extremely satisfied,,,It was all great!,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,About the same,"Clearer communication and event scheduling. It was unclear when we were supposed to be contacted by coaches (I was really looking forward to this). One coach contacted me about 24 hours before my interviews, the other never contacted me. ",,,,Feeling like I really connected with an employer based on shared experiences and values/ goals ,,,,New York,Female,Asian,,I think training event scheduling was a little clunky/ unclear/ I received a ton of communication and I feel like messaging just got a little lost based on volume of communication. Everyone I met through the Bridge Project was totally inspirational and amazing and I can’t thank everyone involved enough!!,2,CX,EventFeedback,,
5/25/21 9:39,5/25/21 9:44,IP Address,98.231.203.143,100,351,TRUE,5/25/21 9:44,R_ymCwJ5Y311QYIrT,,,,,39.42970276,-77.81430054,anonymous,EN,Sponsor,Opportunity for my agency to engage,Inspirational,Somewhat dissatisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,One-on-one connections with motivated candidates during networking,Supporting Equitable Hiring in the Federal Workforce,,,,,Extremely satisfied,,"Good to hear about how different agencies approach hiring, and what patterns emerge across all",,Promoter,10,Promoter,9,It may help to be more clear about how people will connect (what links/platforms/access needed),Yes,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Training with Dr. Carolyn Finney,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,Somewhat satisfied,,Neither satisfied nor dissatisfied,Jose's approach - he models being open to variation and meeting people where they are,,No,,,,,,,,,,,,,,,,,,,,,,Female,White,,,2,CX,EventFeedback,,
5/25/21 10:23,5/25/21 10:27,IP Address,100.8.58.34,100,211,TRUE,5/25/21 10:27,R_1es1doVf3ItINzA,,,,,40.4855957,-74.62650299,anonymous,EN,Sponsor,diversify our workplace,important,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,keynote,Preparing for a More Diverse Workforce and Investing in Your Staff,,,,Somewhat satisfied,,,,,Passive,7,Passive,7,all day was very long to sit at the computer and the breaks were very short,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Somewhat satisfied,,,No,,,,,,,,,,,,,,,,,,"great speakers, great topics. one suggestion is to break it up over several days or a week. It was very difficult to stay engaged at the computer all day",,,New Jersey,Male,White,,,2,CX,EventFeedback,,
5/25/21 13:44,5/25/21 13:49,IP Address,50.246.15.102,100,308,TRUE,5/25/21 13:49,R_22zsXZ5EBRPsJmT,,,,,33.69340515,-84.44799805,anonymous,EN,Candidate,I am interested in begining a career in outdoor education. I love the outdoors and wanted to find a great start to finding inclusive positions. ,Inspiring,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,,,Promoter,10,Promoter,10,A fall and spring hiring event. Or one with more jobs hiring on the east side. ,No,,,,,,,,,,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,Give a time frame of when candidates will hear back from employers once the hiring event is over,,,,,,,,Georgia,Female,Black or African American,,,2,CX,EventFeedback,,
5/25/21 14:01,5/25/21 14:10,IP Address,72.84.225.175,100,513,TRUE,5/25/21 14:10,R_3szcWU8rbqwsFPx,,,,,37.62390137,-77.43090057,anonymous,EN,Candidate,Community/ collaborative efforts and imagination and career opportunities ,Impactful,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"The first panel with interns and the incredible, inspirational talk from Dr. Professor Finney",Did not attend breakout sessions,,,,,,,,,Promoter,10,Promoter,10,,No,,,,,,,,,,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,,,,,The deeper connection created by collective imagination/re-imagination and the story telling from Black leaders ,,,,Virginia,Female,"Black or African American,American Indian or Alaska Native",,"Truly incredible, impactful event. The Bridge Project was definitely the best event I've experienced this year! Lots of tears, joy and active listening! It was engaging and as someone who identifies as a ""loner"", the collective actions were super inspiring and heart warming.",2,CX,EventFeedback,,
5/25/21 13:46,5/25/21 14:17,IP Address,73.118.45.184,100,1869,TRUE,5/25/21 14:17,R_3Pu9Rq0sZelfDm0,,,,,30.456604,-84.32230377,anonymous,EN,Candidate,Have been looking for a job for several months now and was looking to make connections and potentially find an employer.,Grounding,Somewhat dissatisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Any of the smaller breakout sessions where I got to learn about my cohort and employers/speakers more. Smaller groups definitely help with being able to converse.,"Cultivating a Diverse Candidate Pool,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams",,Extremely satisfied,,,,Extremely satisfied,,,Promoter,9,Promoter,9,"Some of the Cvent platform was confusing for candidates and speakers alike. Some of the emails felt last-minute, and felt there should have been more sufficient time to schedule, register, and prepare for the event. However I know this was the Bridge Project's first year and think it was an amazing experience overall! ",Yes,Somewhat satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Somewhat satisfied,,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,"Maybe having more interview opportunities. I felt like I was not set up for success by interview for positions that wanted more experience. I would also love to see more variety in employer locations, but also realize it's hard to find willing employers!",,,,"My interviews did go well overall and were at the very least, good practice. I felt a lot of rapport with interviewers and got to learn a lot about different environmental nonprofits.",,,,Georgia,Female,,,,2,CX,EventFeedback,,
5/25/21 15:45,5/25/21 15:58,IP Address,76.121.44.216,100,766,TRUE,5/25/21 15:58,R_ALKLKs1eyR2o9cB,,,,,48.79899597,-122.4499054,anonymous,EN,Candidate,Hoping to find hiring pathways and some encouragement in re-entering the job market post-pandemic.,Uplifting,Somewhat dissatisfied,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Extremely dissatisfied,Neither satisfied nor dissatisfied,The two keynotes were exceptional. ,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Somewhat satisfied,"I wish there had been more specialized spaces for candidates who were maybe early career, mid-career, or career-change oriented. Or focussed on what kind of work people were trying to do. Felt like the space was trying to be generalized which didn't make it feel quite as useful for someone in career transition with experience.",More specialized. I saw the many options hirers had but there was a far greater range of concerns and directions the candidate breakout had to meet. Would have a couple shorter sessions on specific topics.,Promoter,9,Promoter,10,Giving out registration information and instructions in advance of the day or evening before the event. I and a few other struggled to complete the registration process and were getting email with log in information an hour before the event started which was a challenge for those on PST at 6 am.,Yes,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Somewhat satisfied,Neither satisfied nor dissatisfied,,"They didn't have a clear goal outside of hyping the event or the attendees on their potential. I observed many participants step up and want to use the time to network with one another and prepare themselves and their profiles for being noticed by the sponsors, but it wasn't the objective of the presenters (although they were willing to shift gears).","I think having specific instructional sessions on how to set up your profile, imparting its use to the candidates, maybe even geographic or background/intention specific breakout sessions so we could seek out nearby community or those in our career path.","Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,"I got the impression from the hiring org that they were a little lost on how to use the tech beforehand, maybe more training time? Would also have really, really appreciated more clarity on the sponsor breakout sessions after the event and what breakout rooms candidates should feel welcome to attend (It seemed they were geared towards employers, while the sponsor rooms were left empty).",,,,Knowing some questions in advance and the amount of transparency that the org and TBP provided me from an early stage.,,,,,Female,White,,,2,CX,EventFeedback,,
5/25/21 22:19,5/25/21 22:28,IP Address,104.173.172.39,100,512,TRUE,5/25/21 22:28,R_2QFBzzj7ls9EjNG,,,,,34.04859924,-118.1795959,anonymous,EN,Candidate,I was hoping to network and build leads for a new job.,EMPOWERING,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,"It was impactful to hear from experienced professionals talk about how things are different now, to hear their success stories, they instilled excitement and hope in me!",Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,"To be myself, that my personality and skills are a total package",(This is more of a general suggestion for the sessions) The ASL Interpreters weren't always visible when speakers were talking. So maybe find a way to split the screen or something?,Promoter,10,Promoter,10,Stronger social media campaign,No,,,,,,,,,,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,Individual resume and cover letter support,,,,Meeting with my coach! She gave me the inspiration I needed to power through and be the best version of myself,,,,California,Female,"Spanish, Hispanic, or Latino",,This was such a heart-warming and efficient process. Thank you so much for the opportunity to be inspired and empowered to show up as my whole self unapologetically. Keep up the amazing work! ,2,CX,EventFeedback,,
5/26/21 12:34,5/26/21 12:39,IP Address,47.47.132.118,100,321,TRUE,5/26/21 12:39,R_2RPsLudAF3jARE5,,,,,45.77450562,-108.4994965,anonymous,EN,Candidate,Expand my networks and meet other BIPOC in the field ,Reinvigorating ,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Speakers ,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,,,Promoter,10,Promoter,10,Getting more people from the mountain states. Seemed like a lot of the candidates were from the coasts ,Yes,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Extremely satisfied,,It helped set up expectations for the rest of the event,Give us a bit more heads up for people who are working professionals and not students ,No,,,,,,,,,,,,,,,,,,,,,Montana,Female,Asian,,This was an amazing opportunity to network and I will be following up with contacts both candidates and people with in the industry that I met through this expedience   ,2,CX,EventFeedback,,
5/27/21 12:49,5/27/21 12:52,IP Address,24.4.29.29,100,217,TRUE,5/27/21 12:52,R_RrhDvGWUovm6rjr,,,,,37.34170532,-121.975296,anonymous,EN,Candidate,I was hoping to gain an interview from one of the companies. I didn't receive an interview but I did find the networking and career panels to be very informative and useful!,Empowering,Somewhat dissatisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,,,Promoter,10,Promoter,10,,Yes,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Training with Dr. Carolyn Finney,,Extremely satisfied,,,That work and jobs can be separated,,No,,,,,,,,,,,,,,,,,,,,,California,Female,"White,Asian",,Thank you for this event. It was a really incredible resource overall. I had to tune in-and-out due to my work schedule but I appreciated all of the resources and support. ,2,CX,EventFeedback,,
5/27/21 13:28,5/27/21 14:04,IP Address,68.107.121.92,100,2152,TRUE,5/27/21 14:04,R_269JgcSYU00h8yp,,,,,32.72459412,-117.2257996,anonymous,EN,Hiring Partner,"We were hoping to learn about our blind spots re. creating an equitable hiring process, and good environment for a more diverse staff.",Callibration,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,Extremely dissatisfied,Neither satisfied nor dissatisfied,Unsure/Not applicable,Somewhat satisfied,"Dr. Carolyn Finney was amazing - telling good, hard truth in an accessible way.  The long game really resonates with me. ",Preparing for a More Diverse Workforce and Investing in Your Staff,,,,Somewhat satisfied,,,"I first started out in the on-ramps discussion.  It was not well designed, and the speakers were doing too much off the cuff w/o preparation, or a focus on learning outcomes.  The session I moved too helped me to callibrate where my own organization is within the universe of organizations trying to do this work. Autumn Saxton-Ross has that great ability to go from the detail to the big picture, and I appreciated her practical truthfulness about what supporting staff means.","There was too much ""what do you participants want to learn.""  That's something that should be assessed in advanced, and then the learning in the session is designed around that.  Pulling experts together into a room does not guarantee learning will take place.  It happened that this session had really good communicators in it, and a lot of people who asked interesting questions, but it is not up to the participants to design the learning - that's for the people who are in the session.  Interactive learning work is different thatn having panels that speak out to an audience, and it seemed that wasn't clear to the workshop experts/teachers/guides.  ",Passive,7,Passive,8,"I would say a more conscious turn toward learning design would be helpful.  I am a student of a method called Dialogue Education, a synthesis of learning models developed by Jane Vella, and taught through Global Learning Partners as a very valuable way of looking at this (I am an educator by training).  Learning objectives and methods need to be clearly related to the participants.  More attention to this would super-charge the Bridge Project into being very relevant every step of the way for a wide variety of participants. ",Yes,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Somewhat satisfied,,,Extremely satisfied,I was able to feel where my own organization was in the process of becoming more adept JEDI practitioners.,"The 2nd day was repetitive of the first - just slightly more detail.  I had thought it would actually be related to organizational process, including hiring, like a workshop to improve our JD's, or retention policies that need to be in place.  Again, the learning objectives in my view need to be directly connected to who is attending.  This does take time, but if you have 101 materials for everyone, but somem organizations are at a different place, then the training doesn't feel relevant.  The breakout sessions were done irresponsibly - putting strangers into groups of 7-10 people when they have not had time to build trust and asking them to address complex racial and gender scenarios is unproductive at best.  Saying ""there's no right answer"" does not mean that such a conversation among strangers can simply be unstructured - there's a design fallacy there. There was no direct way to apply any learning or principles from the general discussion in the breakouts, which created negative emotional conditions for people in the midst of something they are asking to learn about. Finally, I am glad that Jose lost the forest background the 2nd day.  The rays from his background evoked a religious motif, and that is not acceptable.  The previous president deliberately manipulated the public with propaganda methods designed to invoke this iconography, and it was counter productive to have that also be present in this context!","Yes, as an employer/hiring partner",,,,,,,Extremely satisfied,Extremely satisfied,Extremely dissatisfied,Neither satisfied nor dissatisfied,,Better,,Yes,"It would be helpful to know in advance what the employers will be responsible for - interview questions, for instance, - and to receive coaching about that.  We had to scramble when we realized that wouldn't be part of any communication.  An overall breakdown of each step of the hiring process at the beginning would have let us schedule time for this important piece.  Also, scheduling 5 interviews in one day was not realistic, nor fair to candidates.  Even with advance notice, there were some times my team could not be available.  That needed to be accounted for in the scheduling.  Instead, our staff had to reach out to reschedule, so that meant wasted work on the Bridge Project side, and scrambling/extra work on our side.  Our ad was also posted as remote, and that change was not made right away.  Some of our candidates applied thinking that the position was remote.  There should be a clearing step before the JD's are posted.  The questions in the application process related to the JD were not clear that they would go onto the web as the JD itself.  While I appreciated that personal characteristics was left off, and learned something there, the job duties were initially left off because the corrleation between the application and what would be posted weren't clear. ",,Meeting and talking with these wonderful candiates!  We really appreciating the sifting and organizing that Bridge Project staff contributed to give us a great candidate pool!,,,,Maryland,Female,White,,"Thank you for all of this work, and for this brave piloting process!  I applaud you for picking up this needed practical piece of JEDI work, and moving it forward.  It was good, and you can make it great!

Last critique thing:  A lot of the panels started with a long round of introductions - 40 minutes on May 11th for the first group!  While this is nice acknowledgement for the people who are giving their time, it is not related to the learning objectives for which you have brought people together.  It felt akin to short advertisements on PBS! :)  This should be more clearly thought through in the future - how do we both appreciate these folks and respect what our audience is here to do!  
",2,CX,EventFeedback,,
5/25/21 20:31,5/25/21 20:31,IP Address,108.29.140.30,9,34,FALSE,6/1/21 20:31,R_1i83im3b8S5OWcN,,,,,,,anonymous,EN,Candidate,Exposure to the industry,Welcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CX,EventFeedback,,
5/26/21 7:33,5/26/21 7:34,IP Address,213.172.77.226,2,42,FALSE,6/2/21 7:34,R_u4UnCB1pMQSSs5r,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CX,EventFeedback,,
